gene,less_than_0.001_AF_non_disease_sum,less_than_0.001_AF_squared_non_disease_sum,less_than_0.001_AF_disease_sum,less_than_0.001_AF_squared_disease_sum
ALB,0.008159591,2.56554E-06,0.000554079,1.04559E-07
ALCAM,0.005540167,1.50648E-06,0,0
ALDH16A1,0.022543556,6.22757E-06,0,0
ALDH18A1,0.00760107,1.04168E-06,0.000097488,8.03165E-09
ALDH1A1,0.003195208,3.41855E-07,0,0
ALDH1A2,0.004834905,1.87711E-06,0.000709325,5.03142E-07
ALDH1A3,0.004075442,5.03564E-07,0.000016581,1.3747E-10
ALDH1B1,0.009308587,1.87069E-06,0,0
ALDH1L1,0.019654909,7.01263E-06,0,0
ALDH1L2,0.012252941,2.95922E-06,0,0
ALDH2,0.0069494,1.23175E-06,0,0
ALDH3A1,0.01077168,2.34955E-06,0,0
ALDH3A2,0.004692698,3.955E-07,0.000510659,5.06953E-08
ALDH3B1,0.012820804,3.01274E-06,0,0
ALDH3B2,0.010882332,2.39597E-06,0,0
ALDH4A1,0.012096764,3.22156E-06,0.000168583,2.57753E-08
ALDH5A1,0.008417628,3.10897E-06,0.000525407,5.19642E-08
ALDH6A1,0.004385279,5.36743E-07,0.000008237,6.78482E-11
ALDH7A1,0.007410177,2.03089E-06,0.000866753,1.96374E-07
ALDH8A1,0.005619616,7.09967E-07,0,0
ALDH9A1,0.00770514,1.92799E-06,0,0
ALDOA,0.005668682,6.11655E-07,0,0
ALDOB,0.005342147,1.12964E-06,0.001072266,2.04125E-07
ALDOC,0.003348026,2.95223E-07,0,0
ALG1,0.011643537,2.76291E-06,0.00041358,8.43438E-08
ALG10,0.006030386,1.40156E-06,0,0
ALG10B,0.009925434,3.3796E-06,0.000008236,6.78317E-11
ALG11,0.004069723,2.82534E-07,0.000008237,6.78482E-11
ALG12,0.011690783,3.43055E-06,0.000207451,2.38334E-08
ALG13,0.015721405,5.54436E-06,0.000744256,5.53917E-07
ALG14,0.002877471,5.03604E-07,0.000057738,3.33368E-09
ALG1L,0.005244282,7.80176E-07,0,0
ALG2,0.00818377,2.19983E-06,0.000066183,4.38019E-09
ALG3,0.007782605,1.43903E-06,0.000095556,2.65404E-09
ALG5,0.00425983,1.08645E-06,0,0
ALG6,0.004188921,6.32482E-07,0.000232306,1.04184E-08
ALG8,0.008729944,2.06877E-06,0.000099297,2.18431E-09
ALG9,0.010823344,3.6703E-06,0.000058334,3.40286E-09
ALK,0.029277633,8.76114E-06,0.000099143,4.50668E-09
ALKBH1,0.005797637,1.04097E-06,0,0
ALKBH2,0.00598218,2.15732E-06,0,0
ALKBH3,0.005627537,1.31725E-06,0,0
ALKBH4,0.006333789,1.94713E-06,0,0
ALKBH5,0.002363069,1.8709E-07,0,0
ALKBH6,0.003674315,8.55377E-07,0,0
ALKBH7,0.00451642,6.52984E-07,0,0
ALKBH8,0.012899773,4.2632E-06,0,0
ALLC,0.007525388,2.05057E-06,0,0
ALMS1,0.056757245,1.18752E-05,0.000108068,6.30202E-09
ALOX12,0.006850527,9.89004E-07,0,0
ALOX12B,0.006935598,2.12584E-06,0.000695692,1.12557E-07
ALOX15,0.016416848,5.71012E-06,0,0
ALOX15B,0.012243312,2.85763E-06,0,0
ALOX5,0.007575182,1.19118E-06,0,0
ALOX5AP,0.001492121,1.52977E-07,0,0
ALOXE3,0.011065354,2.41334E-06,0.001128556,8.98106E-07
ALPI,0.01174571,3.73851E-06,0,0
ALPK1,0.020587801,6.16837E-06,0,0
ALPK2,0.031748763,9.72003E-06,0,0
ALPK3,0.028317433,5.75977E-06,0,0
ALPL,0.00384925,6.58051E-07,0.001411152,9.38484E-08
ALPP,0.016337557,5.91889E-06,0,0
ALPPL2,0.010082201,2.32077E-06,0,0
ALS2,0.016361809,4.47753E-06,0.000016599,2.75527E-10
ALS2CL,0.02156406,5.16429E-06,0,0
ALS2CR11,0.023642455,7.96009E-06,0,0
ALS2CR12,0.00693506,9.61981E-07,0,0
ALX1,0.002269662,2.86147E-07,0,0
ALX3,0.005402472,1.72632E-06,0.000016632,1.38315E-10
ALX4,0.010183405,3.65734E-06,0.000036622,5.40287E-10
ALYREF,0.001410407,1.91622E-07,0,0
AMACR,0.006951834,1.67142E-06,0.002206119,1.62234E-06
AMBN,0.01086341,4.63337E-06,0,0
AMBP,0.007029871,1.07929E-06,0,0
AMBRA1,0.010526526,1.57705E-06,0,0
AMD1,0.001361341,8.17698E-08,0,0
AMDHD1,0.007106613,1.55117E-06,0,0
AMDHD2,0.009322597,1.93373E-06,0,0
AMELX,0.001791427,2.68628E-07,0,0
AMER1,0.014549977,3.08411E-06,0,0
AMER2,0.012447606,4.05235E-06,0,0
AMER3,0.017652593,3.57442E-06,0,0
AMFR,0.006620674,1.33535E-06,0,0
AMHR2,0.005665173,6.0418E-07,0.000336682,2.4731E-08
AMICA1,0.008299325,2.86515E-06,0,0
AMIGO1,0.002187528,1.61692E-07,0,0
AMIGO2,0.004462153,8.40762E-07,0,0
AMIGO3,0.008027493,2.22959E-06,0,0
AMMECR1,0.003541657,7.36611E-07,0,0
AMMECR1L,0.001652277,1.66568E-07,0,0
AMN1,0.001988477,1.99195E-07,0,0
AMOT,0.013383319,3.40586E-06,0,0
AMOTL1,0.013288875,2.75511E-06,0,0
AMOTL2,0.014581251,2.92563E-06,0,0
AMPD1,0.012546438,3.75122E-06,0.002084493,1.2897E-06
AMPD2,0.00761609,8.32137E-07,0.000033042,1.09177E-09
AMPD3,0.013793466,4.55672E-06,0.000576996,1.39893E-07
AMPH,0.012045914,3.62088E-06,0,0
AMT,0.007274408,3.03442E-06,0.000755313,1.44445E-07
AMTN,0.001828045,1.65415E-07,0,0
AMY2B,0.01089202,2.51164E-06,0,0
AMZ1,0.025106056,8.42996E-06,0,0
AMZ2,0.004962075,8.55515E-07,0,0
ANAPC1,0.019622203,4.59588E-06,0,0
ANAPC10,0.003488043,1.96251E-06,0,0
ANAPC11,0.002292921,4.58011E-07,0,0
ANAPC13,0.000560084,3.73131E-08,0,0
ANAPC15,0.001125123,1.07644E-07,0,0
ANAPC16,0.001497146,3.64254E-07,0,0
ANAPC2,0.007305674,1.28758E-06,0,0
ANAPC4,0.004182982,3.34636E-07,0,0
ANAPC5,0.008655905,2.65602E-06,0,0
ANAPC7,0.003149223,3.62277E-07,0,0
ANG,0.000758005,2.26645E-08,0.001350902,4.63221E-07
ANGEL1,0.008771596,2.03065E-06,0,0
ANGEL2,0.00468719,8.3949E-07,0,0
ANGPT1,0.002412033,1.37612E-07,0,0
ANGPT2,0.006597368,2.23769E-06,0,0
ANGPT4,0.009919698,4.02383E-06,0,0
ANGPTL1,0.00805122,2.45308E-06,0,0
ANGPTL2,0.00500473,1.16494E-06,0,0
ANGPTL3,0.005816537,1.31805E-06,0.000600669,9.34788E-08
ANGPTL4,0.008258359,1.40454E-06,0.000074549,2.40148E-09
ANGPTL5,0.008278295,2.62512E-06,0,0
ANGPTL6,0.0120404,4.1171E-06,0,0
ANGPTL7,0.005392848,1.03737E-06,0,0
ANK1,0.025119968,6.07658E-06,0.000700095,4.90133E-07
ANK2,0.046736682,1.40754E-05,0.003055754,1.55262E-06
ANK3,0.043437215,1.00518E-05,0.000074136,5.49615E-09
ANKAR,0.018906571,5.44962E-06,0,0
ANKDD1A,0.011412553,2.86941E-06,0,0
ANKEF1,0.010006149,1.78961E-06,0,0
ANKFN1,0.016944502,5.61842E-06,0,0
ANKFY1,0.012536577,2.60147E-06,0,0
ANKH,0.005124092,1.5139E-06,0,0
ANKHD1,0.022238394,6.2016E-06,0,0
ANKHD1-EIF4EBP3,0.021931146,6.19393E-06,0,0
ANKIB1,0.011393958,3.20848E-06,0,0
ANKK1,0.021698072,8.49749E-06,0,0
ANKLE1,0.023316131,8.42442E-06,0,0
ANKLE2,0.020971582,7.31527E-06,0,0
ANKMY1,0.027034901,7.81435E-06,0,0
ANKMY2,0.005665426,7.45066E-07,0,0
ANKRA2,0.002568852,7.68344E-07,0,0
ANKRD1,0.003380625,8.368E-07,0.002439077,1.5748E-06
ANKRD10,0.006020738,2.03027E-06,0,0
ANKRD11,0.044309578,1.15594E-05,0,0
ANKRD12,0.020560858,4.30492E-06,0,0
ANKRD13A,0.008455928,2.51142E-06,0,0
ANKRD13B,0.005959004,1.67655E-06,0,0
ANKRD13C,0.002889486,4.69029E-07,0,0
ANKRD13D,0.009088371,3.10395E-06,0,0
ANKRD16,0.007172084,2.36411E-06,0,0
ANKRD17,0.013448298,2.85976E-06,0,0
ANKRD2,0.00567049,8.2623E-07,0,0
ANKRD22,0.003435164,7.7595E-07,0,0
ANKRD23,0.007603288,1.99655E-06,0,0
ANKRD26,0.024353226,6.90584E-06,0.000033176,1.10065E-09
ANKRD27,0.013983322,2.4492E-06,0,0
ANKRD28,0.009285761,1.42715E-06,0,0
ANKRD29,0.004945802,8.05141E-07,0,0
ANKRD30A,0.029431787,8.48539E-06,0,0
ANKRD32,0.010321389,1.21559E-06,0,0
ANKRD33,0.011599939,3.83141E-06,0,0
ANKRD34A,0.002741964,2.18443E-07,0,0
ANKRD34B,0.005058473,6.6867E-07,0,0
ANKRD35,0.017576171,4.43671E-06,0,0
ANKRD37,0.002394266,6.45595E-07,0,0
ANKRD39,0.00417487,9.07235E-07,0,0
ANKRD40,0.004723278,2.12391E-06,0,0
ANKRD42,0.009388127,2.75991E-06,0,0
ANKRD44,0.01053539,2.84432E-06,0,0
ANKRD45,0.002632848,3.11166E-07,0,0
ANKRD46,0.00099826,5.85283E-08,0,0
ANKRD49,0.002086367,2.54849E-07,0,0
ANKRD50,0.010767266,2.16296E-06,0,0
ANKRD52,0.007314764,2.0827E-06,0,0
ANKRD53,0.01108533,3.29103E-06,0,0
ANKRD54,0.006082258,1.638E-06,0,0
ANKRD55,0.010387983,3.77471E-06,0,0
ANKRD6,0.015146153,3.068E-06,0,0
ANKRD7,0.003348483,8.7235E-07,0,0
ANKS1A,0.018086832,6.68961E-06,0,0
ANKS1B,0.008612432,1.44952E-06,0,0
ANKS3,0.019984981,5.04424E-06,0,0
ANKS4B,0.003014855,2.05407E-07,0,0
ANKS6,0.014349776,3.42818E-06,0.00098241,9.48938E-07
ANKZF1,0.012773246,2.29757E-06,0,0
ANLN,0.016063821,3.82593E-06,0,0
ANO1,0.014433353,3.25559E-06,0,0
ANO10,0.012704363,4.07403E-06,0.000355017,1.20324E-07
ANO2,0.02238109,6.59665E-06,0,0
ANO3,0.005631643,4.53853E-07,0,0
ANO4,0.009584655,2.32434E-06,0,0
ANO5,0.007313847,1.1993E-06,0.002540541,9.65142E-07
ANO6,0.014454423,4.12573E-06,0.000098974,7.06788E-09
ANO7,0.032306898,1.089E-05,0,0
ANO8,0.016029742,4.48369E-06,0,0
ANO9,0.015343996,4.61497E-06,0,0
ANP32A,0.001503433,4.8033E-07,0,0
ANP32B,0.002478978,5.10946E-07,0,0
ANP32D,0.002177599,4.78566E-07,0,0
ANP32E,0.004164902,1.75524E-06,0,0
ANPEP,0.01336283,2.73401E-06,0,0
ANTXR1,0.007804926,1.52982E-06,0.000008236,6.78317E-11
ANTXR2,0.008099588,2.37611E-06,0.000156545,4.83726E-09
ANXA1,0.00492861,1.66324E-06,0,0
ANXA10,0.005417353,1.36112E-06,0,0
ANXA11,0.013201666,5.03108E-06,0,0
ANXA13,0.010164759,4.26719E-06,0,0
ANXA2,0.005725364,1.89042E-06,0,0
ANXA2R,0.001780484,1.30864E-07,0,0
ANXA3,0.006888596,2.80853E-06,0,0
ANXA4,0.004879239,1.5589E-06,0,0
ANXA5,0.004331444,1.43938E-06,0,0
ANXA6,0.012091992,3.56174E-06,0,0
ANXA7,0.007193843,1.28951E-06,0,0
ANXA9,0.009405282,3.47583E-06,0,0
AOAH,0.010566721,2.22885E-06,0,0
AOC1,0.013524375,3.09745E-06,0,0
AOC2,0.013602069,3.62824E-06,0,0
AOC3,0.016230965,5.04147E-06,0,0
AOX1,0.018753422,5.16118E-06,0,0
AP000349.1,0.004127493,1.05108E-06,0,0
AP000695.1,0.004828269,1.36223E-06,0,0
AP1AR,0.00297612,7.2841E-07,0,0
AP1B1,0.011270095,2.97151E-06,0,0
AP1G1,0.00554421,9.62042E-07,0,0
AP1G2,0.018038364,5.89971E-06,0,0
AP1M1,0.003551407,4.11541E-07,0,0
AP1M2,0.008225547,1.76381E-06,0,0
AP1S1,0.001647351,6.96072E-07,0,0
AP1S2,0.000650762,1.10033E-07,0,0
AP1S3,0.004824166,2.19608E-06,0,0
AP2A1,0.007200462,1.29989E-06,0,0
AP2A2,0.012032483,3.9325E-06,0,0
AP2B1,0.002957584,6.53815E-07,0,0
AP2M1,0.002551121,1.09403E-06,0,0
AP2S1,0.000279164,7.68268E-09,0,0
AP3B1,0.011920969,3.44565E-06,0,0
AP3B2,0.009728272,1.6615E-06,0,0
AP3D1,0.021948701,6.74147E-06,0,0
AP3M1,0.003946707,1.39734E-06,0,0
AP3M2,0.004865543,1.08176E-06,0,0
AP3S1,0.002724113,1.21951E-06,0,0
AP3S2,0.003440503,8.62645E-07,0,0
AP4B1,0.00957699,2.23753E-06,0.00018318,3.35549E-08
AP4E1,0.011665038,2.09196E-06,0,0
AP4M1,0.010486516,2.87978E-06,0.0000086,7.396E-11
AP4S1,0.00399349,1.4416E-06,0.000016496,2.72118E-10
AP5M1,0.003885487,2.88169E-07,0,0
AP5S1,0.005468417,1.63049E-06,0,0
AP5Z1,0.030643424,7.85181E-06,0,0
APAF1,0.010814795,1.91966E-06,0.000222761,1.95417E-08
APBA1,0.007375548,6.2775E-07,0,0
APBA2,0.009704651,2.1927E-06,0,0
APBB1,0.009868177,2.77282E-06,0,0
APBB1IP,0.006771793,1.81665E-06,0,0
APBB2,0.009520103,2.38772E-06,0,0
APBB3,0.007625368,1.90948E-06,0,0
APC,0.023320297,3.75327E-06,0.008511733,4.07018E-06
APC2,0.042241377,1.01012E-05,0,0
APCDD1,0.010401181,3.23452E-06,0,0
APCS,0.003124617,8.47308E-07,0,0
APEH,0.007820702,1.32363E-06,0,0
APEX1,0.004609621,4.75495E-07,0,0
APEX2,0.005327375,1.0161E-06,0,0
APH1A,0.001106329,5.73455E-08,0,0
APH1B,0.005170308,1.4837E-06,0,0
API5,0.003538866,7.53332E-07,0,0
APIP,0.004877756,1.3701E-06,0,0
APITD1,0.005383824,2.15416E-06,0,0
APITD1-CORT,0.005392251,2.15424E-06,0,0
APLF,0.007882725,2.38806E-06,0,0
APLNR,0.005847447,1.05997E-06,0,0
APLP1,0.010098,2.70353E-06,0,0
APLP2,0.016009673,4.13572E-06,0,0
APMAP,0.008122516,2.77222E-06,0,0
APOA1,0.003481186,8.45008E-07,0.00144216,5.00266E-07
APOA1BP,0.005962776,1.17638E-06,0,0
APOA2,0.002487416,7.8021E-07,0.000008236,6.78317E-11
APOA4,0.00897887,1.8207E-06,0.000557027,1.57716E-07
APOA5,0.004691482,1.64445E-06,0.000390206,3.72274E-08
APOB,0.056261117,1.41246E-05,0.002828244,6.62174E-07
APOBEC1,0.003823015,1.06595E-06,0,0
APOBEC2,0.003144842,3.9016E-07,0,0
APOBEC3A,0.006703573,2.4147E-06,0,0
APOBEC3B,0.015058508,4.39229E-06,0,0
APOBEC3C,0.004769512,1.40101E-06,0,0
APOBEC3D,0.009155222,1.86943E-06,0,0
APOBEC3F,0.009499348,2.54904E-06,0,0
APOBEC3G,0.005745985,1.0351E-06,0,0
APOBEC3H,0.004869793,8.49358E-07,0,0
APOBEC4,0.005925898,2.43414E-06,0,0
APOBR,0.023356668,6.42225E-06,0,0
APOC1,0.002536544,3.94071E-07,0,0
APOC2,0.001823724,3.53039E-07,0.00151219,1.09727E-06
APOC3,0.00062885,1.55789E-08,0.001546959,1.0032E-06
APOC4,0.002893064,1.14508E-06,0,0
APOD,0.004943451,1.94421E-06,0,0
APOE,0.003114339,3.33562E-07,0.002731865,8.66839E-07
APOF,0.00613721,2.5305E-06,0,0
APOH,0.005175273,1.30876E-06,0,0
APOL1,0.007737027,9.43083E-07,0,0
APOL2,0.009336788,2.46066E-06,0,0
APOL3,0.007185113,9.74552E-07,0,0
APOL4,0.009253596,2.6414E-06,0,0
APOL5,0.006655246,1.99493E-06,0,0
APOL6,0.007353377,1.62449E-06,0,0
APOM,0.001648934,1.11308E-07,0,0
APOO,0.004013333,1.66812E-06,0,0
APOOL,0.00541308,2.09326E-06,0,0
APOPT1,0.005831717,1.09275E-06,0,0
APP,0.007749483,1.36803E-06,0.000131836,7.74016E-09
APPBP2,0.003160017,1.12612E-06,0,0
APPL1,0.007887721,2.24592E-06,0,0
APPL2,0.012598575,3.91864E-06,0,0
APRT,0.006438648,1.91026E-06,0.000431455,4.75969E-08
APTX,0.005086273,1.5758E-06,0.000214464,1.40375E-08
AQP1,0.008842951,1.86137E-06,0.000041488,1.72125E-09
AQP10,0.001878962,1.2469E-07,0,0
AQP11,0.003040218,6.7787E-07,0,0
AQP2,0.002598385,2.73538E-07,0.000501122,3.62227E-08
AQP3,0.00199957,2.14299E-07,0,0
AQP4,0.005193898,2.14806E-06,0.000216305,3.72366E-08
AQP5,0.006191611,2.14194E-06,0.000199848,1.99713E-08
AQP6,0.006240379,2.1478E-06,0,0
AQP7,0.015392105,5.02886E-06,0,0
AQP8,0.00416418,1.17403E-06,0,0
AQP9,0.005246395,1.60003E-06,0,0
AQPEP,0.022261955,8.95014E-06,0,0
AQR,0.01232886,3.55909E-06,0,0
AR,0.010444163,2.50596E-06,0.003275699,1.77546E-06
ARAF,0.006778873,2.34504E-06,0,0
ARAP1,0.028831602,7.01774E-06,0,0
ARAP2,0.024571081,5.83253E-06,0,0
ARAP3,0.020012436,4.34662E-06,0,0
ARCN1,0.003243519,3.61184E-07,0,0
AREL1,0.007801925,9.3445E-07,0,0
ARF1,0.000393394,3.14076E-08,0,0
ARF3,0.000941013,4.87975E-07,0,0
ARF4,0.000422484,1.71546E-08,0,0
ARF5,0.000562864,1.91167E-08,0,0
ARF6,0.000151764,2.71381E-09,0,0
ARFGAP1,0.014723903,3.93134E-06,0,0
ARFGAP2,0.007657251,1.09704E-06,0,0
ARFGAP3,0.007561268,1.2593E-06,0,0
ARFGEF1,0.011889128,2.46446E-06,0,0
ARFGEF2,0.012013684,1.89914E-06,0,0
ARFIP1,0.001694513,4.86953E-08,0,0
ARFIP2,0.002289447,2.72217E-07,0,0
ARFRP1,0.004246494,8.85009E-07,0,0
ARG1,0.003526047,8.84901E-07,0.000199187,4.25982E-09
ARG2,0.005002382,1.39085E-06,0,0
ARGFX,0.003857888,4.26342E-07,0,0
ARGLU1,0.001340256,2.91437E-07,0,0
ARHGAP1,0.005434378,1.24584E-06,0,0
ARHGAP10,0.015766939,5.58627E-06,0,0
ARHGAP11A,0.010144816,1.58154E-06,0,0
ARHGAP11B,0.005970542,2.21122E-06,0,0
ARHGAP12,0.006518925,1.05271E-06,0,0
ARHGAP15,0.006412579,1.67934E-06,0,0
ARHGAP17,0.011450396,2.81197E-06,0,0
ARHGAP18,0.007614402,2.18456E-06,0,0
ARHGAP19,0.005361918,1.13725E-06,0,0
ARHGAP19-SLIT1,0.005598091,1.14257E-06,0,0
ARHGAP20,0.012804708,2.68697E-06,0,0
ARHGAP21,0.024708349,7.74887E-06,0,0
ARHGAP22,0.021706661,7.49433E-06,0,0
ARHGAP24,0.012139762,3.76529E-06,0.000338322,1.14462E-07
ARHGAP25,0.014548603,6.19315E-06,0,0
ARHGAP26,0.006621892,1.49963E-06,0,0
ARHGAP27,0.0113893,2.44185E-06,0,0
ARHGAP28,0.00952354,2.49005E-06,0,0
ARHGAP29,0.011508101,1.71358E-06,0.000032965,1.08669E-09
ARHGAP30,0.016712793,3.9081E-06,0,0
ARHGAP31,0.01854755,5.8617E-06,0,0
ARHGAP32,0.020233177,3.86998E-06,0,0
ARHGAP33,0.01802076,4.14951E-06,0,0
ARHGAP35,0.009589772,2.08459E-06,0,0
ARHGAP36,0.004406112,1.00591E-06,0,0
ARHGAP39,0.014404943,3.10043E-06,0,0
ARHGAP4,0.017017499,4.35909E-06,0,0
ARHGAP44,0.007554902,1.24846E-06,0,0
ARHGAP5,0.014430467,4.64436E-06,0,0
ARHGAP6,0.010934236,2.43908E-06,0,0
ARHGAP8,0.031121134,1.07455E-05,0,0
ARHGAP9,0.014320579,3.64925E-06,0,0
ARHGDIA,0.008128169,3.01658E-06,0,0
ARHGDIB,0.001552402,9.0068E-08,0,0
ARHGDIG,0.006618325,2.71571E-06,0,0
ARHGEF1,0.015347996,5.31157E-06,0,0
ARHGEF10,0.029131449,8.04578E-06,0.000033024,1.09058E-09
ARHGEF10L,0.02446857,7.8088E-06,0,0
ARHGEF11,0.017669604,3.6543E-06,0,0
ARHGEF12,0.010376852,2.3589E-06,0,0
ARHGEF15,0.013016378,3.22368E-06,0.00017372,3.01786E-08
ARHGEF16,0.019839059,5.27503E-06,0,0
ARHGEF17,0.028710769,6.49753E-06,0,0
ARHGEF18,0.022100952,6.46845E-06,0,0
ARHGEF19,0.014836989,4.22598E-06,0,0
ARHGEF2,0.011168433,4.04273E-06,0,0
ARHGEF25,0.010522993,2.75067E-06,0,0
ARHGEF26,0.014543147,3.37145E-06,0,0
ARHGEF28,0.029186716,9.29278E-06,0,0
ARHGEF3,0.010806767,4.08321E-06,0,0
ARHGEF37,0.011664248,3.36092E-06,0,0
ARHGEF39,0.007247341,2.24953E-06,0,0
ARHGEF4,0.029039944,8.59742E-06,0,0
ARHGEF40,0.026478032,6.81637E-06,0,0
ARHGEF6,0.006135316,1.6748E-06,0,0
ARHGEF7,0.010450086,3.38918E-06,0,0
ARHGEF9,0.002998982,4.82247E-07,0,0
ARID1A,0.021426051,4.51213E-06,0,0
ARID1B,0.037442214,9.76027E-06,0,0
ARID2,0.014030812,3.43516E-06,0,0
ARID3A,0.01352205,4.05621E-06,0,0
ARID3B,0.009132135,2.67136E-06,0,0
ARID3C,0.008540188,2.72199E-06,0,0
ARID4A,0.009864892,2.36187E-06,0,0
ARID4B,0.012130187,1.6386E-06,0,0
ARID5A,0.006988928,7.90557E-07,0,0
ARID5B,0.01046105,2.7019E-06,0,0
ARIH1,0.004556845,1.44623E-06,0,0
ARIH2,0.001679956,7.31497E-08,0,0
ARIH2OS,0.005599371,1.1682E-06,0,0
ARL1,0.002194406,7.57689E-07,0,0
ARL10,0.00303869,6.20498E-07,0,0
ARL11,0.004191619,1.00727E-06,0,0
ARL13A,0.004416228,1.70223E-06,0,0
ARL13B,0.007931451,1.81111E-06,0,0
ARL14,0.005236214,1.545E-06,0,0
ARL14EP,0.001015339,3.41856E-08,0,0
ARL15,0.00240091,4.49735E-07,0,0
ARL16,0.002561582,1.7505E-07,0,0
ARL2,0.002072199,3.65081E-07,0,0
ARL2BP,0.002139117,2.45986E-07,0.000008244,6.79635E-11
ARL3,0.001017492,7.97107E-08,0,0
ARL4A,0.000923727,5.26647E-08,0,0
ARL4C,0.00121602,4.04345E-07,0,0
ARL4D,0.000713653,2.40347E-08,0,0
ARL5A,0.001494603,2.17472E-07,0,0
ARL5B,0.000538942,2.21452E-08,0,0
ARL6,0.00151675,2.01005E-07,0.000057945,1.30147E-09
ARL6IP1,0.001584073,1.45379E-07,0,0
ARL6IP4,0.012221977,3.98627E-06,0,0
ARL6IP5,0.002916381,5.64787E-07,0,0
ARL6IP6,0.003413236,3.53753E-07,0,0
ARL8A,0.000258899,3.33622E-09,0,0
ARL8B,0.005076855,2.056E-06,0,0
ARL9,0.003034641,1.37163E-06,0,0
ARMC1,0.002574433,3.44848E-07,0,0
ARMC10,0.007172493,1.7262E-06,0,0
ARMC12,0.00609401,1.52142E-06,0,0
ARMC2,0.011082474,2.9017E-06,0,0
ARMC3,0.009027683,1.07395E-06,0,0
ARMC4,0.017743181,4.98396E-06,0.000107184,4.95732E-09
ARMC5,0.017408874,3.92942E-06,0.000035386,7.97358E-10
ARMC6,0.01061332,2.49878E-06,0,0
ARMC7,0.004831628,1.77867E-06,0,0
ARMC8,0.002728195,1.73467E-07,0,0
ARMC9,0.0092386,1.8657E-06,0,0
ARMCX1,0.002735562,1.09901E-06,0,0
ARMCX2,0.00666786,1.94613E-06,0,0
ARMCX3,0.001889918,5.47965E-07,0,0
ARMCX5,0.005779717,2.40149E-06,0,0
ARMCX6,0.005794399,2.60413E-06,0,0
ARMS2,0.00082839,2.36689E-07,0,0
ARNT,0.006989583,1.36468E-06,0,0
ARNT2,0.006072849,1.57564E-06,0,0
ARNTL,0.004784978,1.35747E-06,0,0
ARNTL2,0.005437115,9.25476E-07,0,0
ARPC1A,0.00391207,6.82652E-07,0,0
ARPC1B,0.007269213,2.42125E-06,0,0
ARPC2,0.001635329,2.52056E-07,0,0
ARPC3,0.001962567,3.01239E-07,0,0
ARPC4,0.001383702,3.16832E-07,0,0
ARPC4-TTLL3,0.013624704,4.8466E-06,0,0
ARPC5,0.001075842,2.66887E-07,0,0
ARPC5L,0.002368064,1.11852E-06,0,0
ARPP19,0.000886283,2.27104E-07,0,0
ARPP21,0.011514214,2.70311E-06,0,0
ARR3,0.004658102,8.44027E-07,0,0
ARRB1,0.004728022,6.52496E-07,0,0
ARRB2,0.004334261,9.70969E-07,0,0
ARRDC1,0.008973559,1.28015E-06,0,0
ARRDC2,0.009743568,3.6959E-06,0,0
ARRDC3,0.001934303,1.15911E-07,0,0
ARRDC4,0.006983507,2.36969E-06,0,0
ARRDC5,0.006395351,1.4154E-06,0,0
ARSA,0.009119841,3.4545E-06,0.003050331,9.52146E-07
ARSB,0.004866805,5.82803E-07,0.001685709,8.47366E-07
ARSD,0.007855931,2.14905E-06,0,0
ARSE,0.008069438,2.46455E-06,0.00024339,1.19972E-08
ARSF,0.010240081,2.64058E-06,0,0
ARSG,0.007141209,2.08239E-06,0,0
ARSH,0.009264005,2.916E-06,0,0
ARSI,0.008802521,1.34837E-06,0.000017186,2.95359E-10
ARSJ,0.007004164,1.82171E-06,0,0
ARSK,0.009716279,2.68845E-06,0,0
ART1,0.007679442,2.37933E-06,0,0
ART3,0.005681481,1.28162E-06,0,0
ART4,0.006016746,1.97788E-06,0,0
ART5,0.009469009,3.59551E-06,0,0
ARV1,0.005840587,2.68216E-06,0,0
ARVCF,0.028084176,9.06389E-06,0,0
AS3MT,0.005290633,2.00795E-06,0,0
ASAH1,0.012798356,4.71159E-06,0.000032997,6.79258E-10
ASAP1,0.008386662,1.9267E-06,0,0
ASAP2,0.010307524,2.37056E-06,0,0
ASAP3,0.014010858,4.20822E-06,0,0
ASB1,0.003430598,5.58805E-07,0,0
ASB11,0.005863845,1.77002E-06,0,0
ASB12,0.007779717,2.17914E-06,0,0
ASB13,0.007056019,2.97823E-06,0,0
ASB15,0.009965409,3.08671E-06,0,0
ASB16,0.013710194,4.08887E-06,0,0
ASB17,0.003694529,8.87287E-07,0,0
ASB18,0.009249346,3.26236E-06,0,0
ASB2,0.017974022,6.28095E-06,0,0
ASB3,0.007985282,1.79677E-06,0,0
ASB4,0.005742257,1.21823E-06,0,0
ASB5,0.005275735,1.82875E-06,0,0
ASB6,0.006322806,1.51617E-06,0,0
ASB7,0.000653594,1.67586E-08,0,0
ASB8,0.003714092,5.64826E-07,0,0
ASB9,0.002107169,1.89622E-07,0,0
ASCC1,0.004676806,8.69239E-07,0,0
ASCC2,0.01661095,6.05927E-06,0,0
ASCC3,0.019587105,5.38683E-06,0,0
ASCL1,0.007608117,2.71607E-06,0,0
ASCL3,0.005543425,2.13596E-06,0,0
ASF1A,0.000268729,3.37212E-09,0,0
ASF1B,0.002632507,2.43248E-07,0,0
ASGR1,0.004159154,1.30407E-06,0,0
ASGR2,0.004996593,8.66877E-07,0,0
ASH1L,0.023314026,6.04821E-06,0,0
ASH2L,0.004044288,5.48734E-07,0,0
